ID_News,Crypto_Code,Kind,Title,Positive_Votes,Negative_Votes,Important_Votes,Liked_Votes,Disliked_Votes,LOL_Votes,Toxic_Votes,Saved,Comments,published_at,Domain
19368410,USDT,news,Solana (SOL) Continues To Soar – How High Can It Go?,7,5,3,5,5,4,0,1,0,2024-03-30 16:00:31,newsbtc.com
19343624,USDT,news,Solana (SOL) Price Dips as Institutional Interest Declines – Can it Bounce Back?,1,5,0,2,0,4,0,1,2,2024-03-20 19:30:00,beincrypto.com
19343592,USDT,news,Top 3 Solana Meme Coins To Buy Amid The Bitcoin Crash That Could 10x,1,10,0,1,7,7,0,1,0,2024-03-20 20:00:38,newsbtc.com
19342194,USDT,news,"Bitcoin Supply On Exchanges Hit 4-Year Low, But Why Is Price Crashing?",6,0,5,4,0,1,0,1,0,2024-03-20 13:00:36,newsbtc.com
19337058,USDT,news,Solana Surpasses Ethereum In Major Metric Amid Surge Above $200,6,6,3,6,2,4,0,1,3,2024-03-18 19:00:16,newsbtc.com
19334030,USDT,news,"Binance CEO Predicts Bitcoin Rally Past $80,000 As Investments In Crypto ETFs Surge",9,0,3,5,0,0,0,1,0,2024-03-17 14:11:07,zycrypto.com
19330810,USDT,news,"Bitcoin Suffers Crash To $65,000 As Spot ETF Inflows Wane",9,0,4,4,2,1,0,1,6,2024-03-15 14:30:56,newsbtc.com
19324992,USDT,news,"Ethereum Is Not Done: Crypto Analyst Sets New $5,000 Target",11,0,4,7,0,2,0,0,0,2024-03-13 17:00:03,newsbtc.com
19321294,USDT,news,"Tether Expands USDT Stablecoin to Celo Network, Offering Microtransactions at Sub-Cent Fees",6,0,4,4,0,0,0,2,1,2024-03-12 14:23:22,cryptointelligence.co.uk
19312990,USDT,news,"“Altcoins Are About to Explode” — Analyst Prediction For Ether, Solana, XRP, Cardano, Shiba Inu, PEPE",14,3,10,6,2,3,0,1,1,2024-03-08 16:59:43,zycrypto.com
19312374,USDT,news,Cardano Founder Throws Shade At Solana In Response To SOL Vs. ADA Price Comparison,10,6,4,6,4,5,0,1,15,2024-03-08 14:00:57,bitcoinist.com
19311703,USDT,news,Uzbekistan and Tether Team Up to Boost Crypto and Blockchain Innovation,6,0,5,6,0,1,0,1,0,2024-03-08 10:02:36,coinpaprika.com
19309816,USDT,news,Total ETH Burned Crosses 1.5 Million Ahead Of Ethereum Dencun Upgrade,11,0,8,8,0,0,0,1,0,2024-03-07 16:00:44,newsbtc.com
19307440,USDT,news,Bitcoin Set For Monster Rally: MicroStrategy’s Upsized $700M Notes Sale Could Thrust Bitcoin To $100K,6,0,3,2,0,0,0,1,2,2024-03-06 21:31:52,zycrypto.com
19303277,USDT,news,"ALL-TIME HIGH ALERT: Bitcoin Breaks Through $69,000 Setting New Record",11,1,6,13,1,1,0,2,1,2024-03-05 15:06:06,bitcoinist.com
19303270,USDT,news,"History: Bitcoin Breaks New All-Time High Of $69,000 Well Before Halving",19,1,10,18,2,2,0,3,15,2024-03-05 15:05:15,cryptopotato.com
19302611,USDT,news,Binance to list Solana-based memecoin Dogwifhat,6,2,1,4,2,1,0,1,2,2024-03-05 11:58:21,cryptobriefing.com
19300850,USDT,news,"Bitcoin Price Sets Eyes On New ATH, $70K Could Be Next Hurdle",10,0,4,7,0,0,0,1,0,2024-03-05 03:21:50,newsbtc.com
19299072,USDT,news,"Ripple’s XRP Yet To ‘Successfully’ Solve This Multi-Trillion-Dollar Problem, But That Could be Fast-Changing",7,2,4,6,2,4,0,3,0,2024-03-04 13:24:28,zycrypto.com
19296104,USDT,news,When Will Ripple’s XRP Hit The Coveted $500 Mark? These Crypto Exchange Analysts Have Shocking Answers,4,3,2,2,3,4,0,0,2,2024-03-02 17:33:12,zycrypto.com
